960863589476126723	sperm	Sperm Whaleなのにマ○コウクジラとはこれ如何に
961199794868797441	アソコ	私がイクときの恥ずかしいエッチな姿を見てほしいな♡言葉責めされると私のアソコがヒクヒクして濡れるのが自分でわかるの・・・
961199561757810689	アソコ	@narimiya_harua イチゴ美味しそう🎵アソコに入れてみちゃうんでしょ⁉️
961199021384613888	アソコ	@WykJn 昔から知ってる人なんだ けど エッチは初 お皿はね アソコが浅い人のことね 半分くらいしか 入らなかったんだなぁ
961199006238916608	アソコ	ローターをアソコにあてて２回逝っちゃった…次は誰かと一緒にオナしたいなぁ…ライン⇒jibanyan382
961198878321029120	アソコ	めちゃくちゃアソコの周り紫になったからね👍
961198707940114433	アソコ	@devil_inside83 おじいちゃんも、アソコのデカさは自慢できるで（笑）
960480306095579136	アヌス	@kamisaka_haruhi 残った汁にご飯いれて食べたせいで今日アヌスがヒリヒリしました
960475638636298240	アヌス	もっとも、私は洗ってない尻穴も好きですがね。入浴を数日さぼった、排便後の処理が紙で拭いただけなアヌスの芳香は、上物のワインよりも芳しいですわ。体臭を濃く煮詰めたような性臭は、とても性欲を昂ぶらせてくれます。うんち穴ぺろぺろしてると、濃かった味が薄くなってゆくのも感動的ですしねぇ。
960472965560152072	アヌス	「でも、旦那様と奥様には、いい思い出をたくさんいただきました。たとえば、わたくしが奥様に舌でご奉仕している間、旦那様はわたくしのアヌスをお攻めになれれて・・・」アンドロイド・ハンナ（哀愁の女主人、情熱の女奴隷）
960472458162716672	アヌス	げんじろうはちょっと色黒で毛深くてムワァだけどアヌスは処女ピンクだってオラ知ってるｿﾞ 肌色濃い方が際立つってはっきりわかんだね でも色素沈着したドドメ色アヌスも興奮するのでどっちも良いです
960472456174514176	アヌス	１回目の浣腸が終わったところで、雪子ママはアヌス周囲の泡を集めて、 再度、淳子のアヌスへと塗りたくります（２ちゃん麻吹淳子スレ13）
960469354843271168	アヌス	@azuren_reparus よくもなぁに？💕(弛緩したアヌスに追加シャブ結晶挿入)
960464369623515136	アヌス	アヌスを犯すアストルフォㅤ アヌスホルフォㅤㅤㅤㅤ
960463697435967494	アヌス	柘榴のアヌスにアイスの実を挿れる遊びがしたい。怒られる。
960463380044660736	アヌス	今週始まって間もないのに既に精神がアヌスになってしまった
960456998880886786	アヌス	『ああ、アヌスに優しく挿入されると息が上がる。気持ちいい、気持ちいい、気持ちいい…。そんなことを考えるうちに、私は彼にすっかりイカされていた。』…どうだエックス、この小説よくないか！？
960455249344413696	アヌス	この男を誑かし一瞬で持っていかれそうになるほど熱く蕩けた媚肉で雄を包み込み絡みつくど淫乱アヌスが悪いのか！ このっ！ このっ！ 体罰体罰！（スパンキング）
960449237879218176	アヌス	アヌスを犯すアストルフォㅤㅤ アヌスホルフォㅤㅤㅤ
960439578287943681	アヌス	窓の外から見えるスタジアムではアナルカンド・レイプスの選手がブリッツボールの試合をしていたのだ。 ワッカ選手のベノムショットで相手チームのアヌスは次々と毒に汚染されてゆく。 白魔が必死にケアルを唱えるも多勢に無勢だった。
960437255021068288	アヌス	ンコを終える。オールオーバー・・。乗車して座席から出ると、そこには座席からあぶれた人達の集団が。みんな見てくれ。俺は今、最高にスッキリしてる。いびつに凹凸のあるアヌスを拭き上げだけで仕上げるのは苦労したが、なんとかミッション完遂だ。ありがとう。ありがとう。
960434146907582464	アヌス	アヌスを犯すアストルフォㅤㅤㅤㅤ アヌスホルフォ
960430341612650499	アヌス	チルノの直腸にアヌスからビール注ぎ込んむと、ビールシャーベットになるかな。そうするとストローじゃちゅーちゅー吸えないから、肛孔に口付けて舌を突っ込んで溶かしながら啜る。またはスプーンや指をアヌスに突っ込んで、掻き出して食べ飲む感じ(*´▽`)
960425268614594560	アヌス	@toushixm34 正確に言うとアヌスだから不正解です。
960422640044224512	アヌス	なんだっけ？神様の名前……アヌスじゃなくてアヌビス
960419067285815297	アヌス	アヌスを犯すアストルフォㅤㅤㅤㅤ アヌスホルフォㅤㅤㅤ
960418323316883456	アヌス	ミクさん持ち物がネギとか興奮しちゃうじゃないですか！民間療法想像しちゃうじゃないですか！！ちなみにネギを使った民間療法、正しくは"首に巻く"です。アヌスにぶち込むと粘膜を傷つける恐れがあるうえ、場合によっては痔になるのでご注意を。
960410931518832641	アヌス	柘榴のアヌスを再現したオナホを作ろうか。柘榴が柘榴オナホでオナニー…背徳感やばいな…w
960409379303448576	アヌス	「オバマのアヌスはほんと名器！ケツ毛モロコシヘッドと肉厚なケツが最高なんだよねぇ」 －醜悦
960400964904665088	アヌス	ゆうすけは改造アヌスである。 「変身！」 ゆうすけが腰のベルトを操作すると肛門括約筋が伸縮し、アヌスからキンダーサプライズを排卵した。 キンダーサプライズからは木製のおもちゃの列車が出土した。
960398063075450880	アヌス	将軍！！見てほしいでござる！！拙者の愚息がすごい勢いで…将軍！！拙者のアヌス…将軍！！！！！
960394127908028417	アヌス	自宅でトイレのドアを開けてえっちをする男性は、GAY♨️。「俺の家で何をしようが俺の勝手」といわんばかりなえっちをする人。 ◯AS♨️には見えないアヌス、4ページより
960393825389654016	アヌス	【アナル】肛門を意味する「アヌス」（英：anus）の形容詞形（英：anal）。名詞形で用いるべき場合でも、この形容詞形で使われることが多い。
960393009341775872	アヌス	@unkochinchinp12 アヌスに似てる(哲学)
960384918994825216	アヌス	アヌスの天秤のライバル校枠に3年生がいないみたいな話ってマ？SGMR兄貴とARTくんの絡みが見たかったの！ほんまつっかえんわーはーつっかえ(悲しみ)
960383001422000128	アヌス	洒落てる“『五分隊長トンジ、そこは糞穴（アヌス）です』の章”
960380050251030528	アヌス	アヌスは『名詞』で『肛門』、アナルは『形容詞』で『肛門の』です。正しい使い方は「アヌスでオナニーした」ですね！
960379825847386112	アヌス	刺されたぁぁぁぁぁ！？大丈夫なんですかぁぁぁ！！一体どこををを！ケツですか！！アナルですか！！アヌスですか！！それとも肛門ですか！！刺してください！！隊長となら本望です！！！
960374519415259138	アヌス	@panchira0925 @dsyuuennb @aajjjjjaaaa アヌス！！！！！！！！！！！！！！(滅びの呪文)
960373895869050880	アヌス	ポケットの中にはアヌスがひとつ ポケットを叩くとアヌスは UWAAAAAAAAAAAAAAAAAAAAAAAA!!!!!!!!!!!!!!!!!!!!アヌスがふたつにいいいいいいいいいいいい！！！！！！！！！んほおおおおおおおおおおおお！！！！！！！
960373759122096128	アヌス	アヌスを犯すアストルフォㅤㅤㅤㅤ アヌスホルフォㅤ
960371960847855616	アヌス	定期的にアヌスに屁が蓄積されるマシーンになってしまった
960370646843731968	アヌス	問一 ミッフィの口とアヌスの違いを答えよ
960364069650706432	アヌス	『アヌスを大事に』だとギリギリ健康標語っぽさあるけど『アナルを大事に』だともうただの変態。
960362582547640320	アヌス	@sun_baku 鼻からぶち込まれました。 ケツはアヌスを指でグリグリされました。 綺麗なSっぽい女医でした。来年は指名したいと思います。
960362442311139328	アヌス	普通の性嗜好とは何か。まず、尻とアヌスに興奮するのは普通。膣性交より肛門性交を好むのも普通。膣性交は生殖行為。生殖と離れた快楽を求める肛淫のが、やっぱり興奮するだろうから普通。ショタっ子、ロリっ子を好むのも普通。可愛いから。いや、あまり可愛くなくても、それはそれで趣深いが。
